zip,reportingyear,ziptype,cityname,statename,stateabbr,enc_zip,zcta_use
77517,2015,ZIP Code Area,Santa Fe,NA,TX,77517,77517
77518,2015,ZIP Code Area,Bacliff,NA,TX,77518,77518
77519,2015,ZIP Code Area,Batson,NA,TX,77519,77519
77520,2015,ZIP Code Area,Baytown,NA,TX,77520,77520
77521,2015,ZIP Code Area,Baytown,NA,TX,77521,77521
77522,2015,Post Office or large volume customer,Baytown,NA,TX,77521,77521
77523,2015,ZIP Code Area,Baytown,NA,TX,77523,77523
77530,2015,ZIP Code Area,Channelview,NA,TX,77530,77530
77531,2015,ZIP Code Area,Clute,NA,TX,77531,77531
77532,2015,ZIP Code Area,Crosby,NA,TX,77532,77532
77533,2015,Post Office or large volume customer,Daisetta,NA,TX,77564,77533
77534,2015,ZIP Code Area,Danbury,NA,TX,77534,77534
77535,2015,ZIP Code Area,Dayton,NA,TX,77535,77535
77536,2015,ZIP Code Area,Deer Park,NA,TX,77536,77536
77538,2015,ZIP Code Area,Devers,NA,TX,77538,77538
77539,2015,ZIP Code Area,Dickinson,NA,TX,77539,77539
77541,2015,ZIP Code Area,Freeport,NA,TX,77541,77541
77542,2015,Post Office or large volume customer,Freeport,NA,TX,77541,77541
77545,2015,ZIP Code Area,Fresno,NA,TX,77545,77545
77546,2015,ZIP Code Area,Friendswood,NA,TX,77546,77546
77547,2015,ZIP Code Area,Galena Park,NA,TX,77547,77547
77549,2015,Post Office or large volume customer,Friendswood,NA,TX,77546,77546
77550,2015,ZIP Code Area,Galveston,NA,TX,77550,77550
77551,2015,ZIP Code Area,Galveston,NA,TX,77551,77551
77552,2015,Post Office or large volume customer,Galveston,NA,TX,77551,77551
77553,2015,Post Office or large volume customer,Galveston,NA,TX,77550,77550
77554,2015,ZIP Code Area,Galveston,NA,TX,77554,77554
77555,2015,Post Office or large volume customer,Galveston,NA,TX,77550,77550
77560,2015,ZIP Code Area,Hankamer,NA,TX,77560,77560
77561,2015,Post Office or large volume customer,Hardin,NA,TX,77575,77561
77562,2015,ZIP Code Area,Highlands,NA,TX,77562,77562
77563,2015,ZIP Code Area,Hitchcock,NA,TX,77563,77563
77564,2015,ZIP Code Area,Hull,NA,TX,77564,77564
77565,2015,ZIP Code Area,Kemah,NA,TX,77565,77565
77566,2015,ZIP Code Area,Lake Jackson,NA,TX,77566,77566
77568,2015,ZIP Code Area,La Marque,NA,TX,77568,77568
77571,2015,ZIP Code Area,La Porte,NA,TX,77571,77571
77572,2015,Post Office or large volume customer,La Porte,NA,TX,77571,77571
77573,2015,ZIP Code Area,League City,NA,TX,77573,77573
77574,2015,Post Office or large volume customer,League City,NA,TX,77573,77573
77575,2015,ZIP Code Area,Liberty,NA,TX,77575,77575
77577,2015,ZIP Code Area,Liverpool,NA,TX,77577,77577
77578,2015,ZIP Code Area,Manvel,NA,TX,77578,77578
77580,2015,Post Office or large volume customer,Mont Belvieu,NA,TX,77523,77580
77581,2015,ZIP Code Area,Pearland,NA,TX,77581,77581
77582,2015,Post Office or large volume customer,Raywood,NA,TX,77575,77575
77583,2015,ZIP Code Area,Rosharon,NA,TX,77583,77583
77584,2015,ZIP Code Area,Pearland,NA,TX,77584,77584
77585,2015,ZIP Code Area,Saratoga,NA,TX,77585,77585
77586,2015,ZIP Code Area,Seabrook,NA,TX,77586,77586
77587,2015,ZIP Code Area,South Houston,NA,TX,77587,77587
77588,2015,Post Office or large volume customer,Pearland,NA,TX,77581,77581
77590,2015,ZIP Code Area,Texas City,NA,TX,77590,77590
77591,2015,ZIP Code Area,Texas City,NA,TX,77591,77591
77592,2015,Post Office or large volume customer,Texas City,NA,TX,77590,77590
77597,2015,ZIP Code Area,Wallisville,NA,TX,77597,77597
77598,2015,ZIP Code Area,Webster,NA,TX,77598,77598
77611,2015,ZIP Code Area,Bridge City,NA,TX,77611,77611
77612,2015,ZIP Code Area,Buna,NA,TX,77612,77612
77613,2015,Post Office or large volume customer,China,NA,TX,77713,77613
77614,2015,ZIP Code Area,Deweyville,NA,TX,77614,77614
77615,2015,Post Office or large volume customer,Evadale,NA,TX,77612,77615
77616,2015,ZIP Code Area,Fred,NA,TX,77616,77616
77617,2015,Post Office or large volume customer,Gilchrist,NA,TX,77650,77617
77619,2015,ZIP Code Area,Groves,NA,TX,77619,77619
77622,2015,ZIP Code Area,Hamshire,NA,TX,77622,77622
77623,2015,Post Office or large volume customer,High Island,NA,TX,77650,77623
77624,2015,ZIP Code Area,Hillister,NA,TX,77624,77624
77625,2015,ZIP Code Area,Kountze,NA,TX,77625,77625
77626,2015,Post Office or large volume customer,Mauriceville,NA,TX,77632,77632
77627,2015,ZIP Code Area,Nederland,NA,TX,77627,77627
77629,2015,Post Office or large volume customer,Nome,NA,TX,77713,77629
77630,2015,ZIP Code Area,Orange,NA,TX,77630,77630
77631,2015,Post Office or large volume customer,Orange,NA,TX,77630,77630
77632,2015,ZIP Code Area,Orange,NA,TX,77632,77632
77639,2015,Post Office or large volume customer,Orangefield,NA,TX,77630,77630
77640,2015,ZIP Code Area,Port Arthur,NA,TX,77640,77640
77641,2015,Post Office or large volume customer,Port Arthur,NA,TX,77640,77640
77642,2015,ZIP Code Area,Port Arthur,NA,TX,77642,77642
77643,2015,Post Office or large volume customer,Port Arthur,NA,TX,77640,77640
77650,2015,ZIP Code Area,Port Bolivar,NA,TX,77650,77650
77651,2015,ZIP Code Area,Port Neches,NA,TX,77651,77651
77655,2015,Post Office or large volume customer,Sabine Pass,NA,TX,77640,77655
77656,2015,ZIP Code Area,Silsbee,NA,TX,77656,77656
77657,2015,ZIP Code Area,Lumberton,NA,TX,77657,77657
77659,2015,ZIP Code Area,Sour Lake,NA,TX,77659,77659
77660,2015,ZIP Code Area,Spurger,NA,TX,77660,77660
77661,2015,Post Office or large volume customer,Stowell,NA,TX,77665,77661
77662,2015,ZIP Code Area,Vidor,NA,TX,77662,77662
77663,2015,Post Office or large volume customer,Village Mills,NA,TX,77625,77663
77664,2015,ZIP Code Area,Warren,NA,TX,77664,77664
77665,2015,ZIP Code Area,Winnie,NA,TX,77665,77665
77670,2015,Post Office or large volume customer,Vidor,NA,TX,77662,77662
77701,2015,ZIP Code Area,Beaumont,NA,TX,77701,77701
77702,2015,ZIP Code Area,Beaumont,NA,TX,77702,77702
77703,2015,ZIP Code Area,Beaumont,NA,TX,77703,77703
77704,2015,Post Office or large volume customer,Beaumont,NA,TX,77701,77701
77705,2015,ZIP Code Area,Beaumont,NA,TX,77705,77705
77706,2015,ZIP Code Area,Beaumont,NA,TX,77706,77706
77707,2015,ZIP Code Area,Beaumont,NA,TX,77707,77707
77708,2015,ZIP Code Area,Beaumont,NA,TX,77708,77708
77709,2015,Post Office or large volume customer,Beaumont,NA,TX,77707,77707
77710,2015,ZIP Code Area,Beaumont,NA,TX,77710,77705
77713,2015,ZIP Code Area,Beaumont,NA,TX,77713,77713
77720,2015,Post Office or large volume customer,Beaumont,NA,TX,77707,77707
77725,2015,Post Office or large volume customer,Beaumont,NA,TX,77705,77705
77726,2015,Post Office or large volume customer,Beaumont,NA,TX,77706,77706
77801,2015,ZIP Code Area,Bryan,NA,TX,77801,77801
77802,2015,ZIP Code Area,Bryan,NA,TX,77802,77802
77803,2015,ZIP Code Area,Bryan,NA,TX,77803,77803
77805,2015,Post Office or large volume customer,Bryan,NA,TX,77802,77802
77806,2015,Post Office or large volume customer,Bryan,NA,TX,77802,77802
77807,2015,ZIP Code Area,Bryan,NA,TX,77807,77807
77808,2015,ZIP Code Area,Bryan,NA,TX,77808,77808
77830,2015,ZIP Code Area,Anderson,NA,TX,77830,77830
77831,2015,ZIP Code Area,Bedias,NA,TX,77831,77831
77833,2015,ZIP Code Area,Brenham,NA,TX,77833,77833
77834,2015,Post Office or large volume customer,Brenham,NA,TX,77833,77833
77835,2015,ZIP Code Area,Burton,NA,TX,77835,77835
77836,2015,ZIP Code Area,Caldwell,NA,TX,77836,77836
77837,2015,ZIP Code Area,Calvert,NA,TX,77837,77837
77838,2015,Post Office or large volume customer,Chriesman,NA,TX,77836,77836
77840,2015,ZIP Code Area,College Station,NA,TX,77840,77840
77841,2015,Post Office or large volume customer,College Station,NA,TX,77840,77840
77842,2015,Post Office or large volume customer,College Station,NA,TX,77845,77845
77843,2015,ZIP Code Area,College Station,NA,TX,77843,77845
77844,2015,Post Office or large volume customer,College Station,NA,TX,77840,77840
77845,2015,ZIP Code Area,College Station,NA,TX,77845,77845
77850,2015,Post Office or large volume customer,Concord,NA,TX,77865,77865
77852,2015,Post Office or large volume customer,Deanville,NA,TX,77836,77836
77853,2015,ZIP Code Area,Dime Box,NA,TX,77853,77853
77855,2015,Post Office or large volume customer,Flynn,NA,TX,77865,77855
77856,2015,ZIP Code Area,Franklin,NA,TX,77856,77856
77857,2015,Post Office or large volume customer,Gause,NA,TX,76520,77857
77859,2015,ZIP Code Area,Hearne,NA,TX,77859,77859
77861,2015,ZIP Code Area,Iola,NA,TX,77861,77861
77862,2015,Post Office or large volume customer,Kurten,NA,TX,77808,77808
77863,2015,Post Office or large volume customer,Lyons,NA,TX,77879,77879
77864,2015,ZIP Code Area,Madisonville,NA,TX,77864,77864
77865,2015,ZIP Code Area,Marquez,NA,TX,77865,77865
77866,2015,Post Office or large volume customer,Millican,NA,TX,77845,77845
77867,2015,Post Office or large volume customer,Mumford,NA,TX,77859,77867
77868,2015,ZIP Code Area,Navasota,NA,TX,77868,77868
77870,2015,Post Office or large volume customer,New Baden,NA,TX,77856,77856
77871,2015,ZIP Code Area,Normangee,NA,TX,77871,77871
77872,2015,ZIP Code Area,North Zulch,NA,TX,77872,77872
77873,2015,ZIP Code Area,Richards,NA,TX,77873,77873
77875,2015,Post Office or large volume customer,Roans Prairie,NA,TX,77830,77830
77876,2015,Post Office or large volume customer,Shiro,NA,TX,77830,77876
77878,2015,Post Office or large volume customer,Snook,NA,TX,77879,77878
77879,2015,ZIP Code Area,Somerville,NA,TX,77879,77879
77880,2015,ZIP Code Area,Washington,NA,TX,77880,77880
77881,2015,Post Office or large volume customer,Wellborn,NA,TX,77845,77845
77882,2015,Post Office or large volume customer,Wheelock,NA,TX,77859,77859
77901,2015,ZIP Code Area,Victoria,NA,TX,77901,77901
77902,2015,Post Office or large volume customer,Victoria,NA,TX,77901,77901
77903,2015,Post Office or large volume customer,Victoria,NA,TX,77904,77904
77904,2015,ZIP Code Area,Victoria,NA,TX,77904,77904
77905,2015,ZIP Code Area,Victoria,NA,TX,77905,77905
77950,2015,Post Office or large volume customer,Austwell,NA,TX,77990,77950
77951,2015,ZIP Code Area,Bloomington,NA,TX,77951,77951
77954,2015,ZIP Code Area,Cuero,NA,TX,77954,77954
77957,2015,ZIP Code Area,Edna,NA,TX,77957,77957
77960,2015,Post Office or large volume customer,Fannin,NA,TX,77963,77960
77961,2015,Post Office or large volume customer,Francitas,NA,TX,77971,77961
77962,2015,ZIP Code Area,Ganado,NA,TX,77962,77962
77963,2015,ZIP Code Area,Goliad,NA,TX,77963,77963
77964,2015,ZIP Code Area,Hallettsville,NA,TX,77964,77964
77967,2015,Post Office or large volume customer,Hochheim,NA,TX,77995,77995
77968,2015,ZIP Code Area,Inez,NA,TX,77968,77968
77969,2015,Post Office or large volume customer,La Salle,NA,TX,77957,77969
77970,2015,Post Office or large volume customer,La Ward,NA,TX,77971,77970
77971,2015,ZIP Code Area,Lolita,NA,TX,77971,77971
77973,2015,Post Office or large volume customer,McFaddin,NA,TX,77905,77973
77974,2015,ZIP Code Area,Meyersville,NA,TX,77974,77974
77975,2015,ZIP Code Area,Moulton,NA,TX,77975,77975
77976,2015,Post Office or large volume customer,Nursery,NA,TX,77904,77976
77977,2015,Post Office or large volume customer,Placedo,NA,TX,77951,77977
77978,2015,Post Office or large volume customer,Point Comfort,NA,TX,77971,77978
77979,2015,ZIP Code Area,Port Lavaca,NA,TX,77979,77979
77982,2015,ZIP Code Area,Port O Connor,NA,TX,77982,77982
77983,2015,ZIP Code Area,Seadrift,NA,TX,77983,77983
77984,2015,ZIP Code Area,Shiner,NA,TX,77984,77984
77986,2015,Post Office or large volume customer,Sublime,NA,TX,77964,77964
77987,2015,Post Office or large volume customer,Sweet Home,NA,TX,77995,77987
77988,2015,Post Office or large volume customer,Telferner,NA,TX,77905,77988
77989,2015,Post Office or large volume customer,Thomaston,NA,TX,77954,77954
77990,2015,ZIP Code Area,Tivoli,NA,TX,77990,77990
77991,2015,Post Office or large volume customer,Vanderbilt,NA,TX,77957,77991
77993,2015,Post Office or large volume customer,Weesatche,NA,TX,77963,77993
77994,2015,ZIP Code Area,Westhoff,NA,TX,77994,77994
77995,2015,ZIP Code Area,Yoakum,NA,TX,77995,77995
78001,2015,Post Office or large volume customer,Artesia Wells,NA,TX,78014,78001
78002,2015,ZIP Code Area,Atascosa,NA,TX,78002,78002
78003,2015,ZIP Code Area,Bandera,NA,TX,78003,78003
78004,2015,ZIP Code Area,Bergheim,NA,TX,78004,78004
78005,2015,ZIP Code Area,Bigfoot,NA,TX,78005,78005
78006,2015,ZIP Code Area,Boerne,NA,TX,78006,78006
78007,2015,ZIP Code Area,Calliham,NA,TX,78007,78007
78008,2015,ZIP Code Area,Campbellton,NA,TX,78008,78008
78009,2015,ZIP Code Area,Castroville,NA,TX,78009,78009
78010,2015,ZIP Code Area,Center Point,NA,TX,78010,78010
78011,2015,ZIP Code Area,Charlotte,NA,TX,78011,78011
78012,2015,Post Office or large volume customer,Christine,NA,TX,78065,78012
78013,2015,ZIP Code Area,Comfort,NA,TX,78013,78013
78014,2015,ZIP Code Area,Cotulla,NA,TX,78014,78014
78015,2015,ZIP Code Area,Boerne,NA,TX,78015,78015
78016,2015,ZIP Code Area,Devine,NA,TX,78016,78016
78017,2015,ZIP Code Area,Dilley,NA,TX,78017,78017
78019,2015,ZIP Code Area,Encinal,NA,TX,78019,78019
78021,2015,ZIP Code Area,Fowlerton,NA,TX,78021,78021
78022,2015,ZIP Code Area,George West,NA,TX,78022,78022
78023,2015,ZIP Code Area,Helotes,NA,TX,78023,78023
78024,2015,ZIP Code Area,Hunt,NA,TX,78024,78024
78025,2015,ZIP Code Area,Ingram,NA,TX,78025,78025
78026,2015,ZIP Code Area,Jourdanton,NA,TX,78026,78026
78027,2015,ZIP Code Area,Kendalia,NA,TX,78027,78027
78028,2015,ZIP Code Area,Kerrville,NA,TX,78028,78028
78029,2015,Post Office or large volume customer,Kerrville,NA,TX,78028,78029
78039,2015,ZIP Code Area,La Coste,NA,TX,78039,78039
78040,2015,ZIP Code Area,Laredo,NA,TX,78040,78040
78041,2015,ZIP Code Area,Laredo,NA,TX,78041,78041
78042,2015,Post Office or large volume customer,Laredo,NA,TX,78040,78040
78043,2015,ZIP Code Area,Laredo,NA,TX,78043,78043
78044,2015,Post Office or large volume customer,Laredo,NA,TX,78041,78044
78045,2015,ZIP Code Area,Laredo,NA,TX,78045,78045
78046,2015,ZIP Code Area,Laredo,NA,TX,78046,78046
78049,2015,Post Office or large volume customer,Laredo,NA,TX,78041,78041
78050,2015,Post Office or large volume customer,Leming,NA,TX,78064,78050
78052,2015,ZIP Code Area,Lytle,NA,TX,78052,78052
78054,2015,Post Office or large volume customer,Macdona,NA,TX,78002,78002
78055,2015,ZIP Code Area,Medina,NA,TX,78055,78055
78056,2015,ZIP Code Area,Mico,NA,TX,78056,78056
78057,2015,ZIP Code Area,Moore,NA,TX,78057,78057
78058,2015,ZIP Code Area,Mountain Home,NA,TX,78058,78058
78059,2015,ZIP Code Area,Natalia,NA,TX,78059,78059
78060,2015,Post Office or large volume customer,Oakville,NA,TX,78071,78060
78061,2015,ZIP Code Area,Pearsall,NA,TX,78061,78061
78062,2015,Post Office or large volume customer,Peggy,NA,TX,78008,78008
78063,2015,ZIP Code Area,Pipe Creek,NA,TX,78063,78063
78064,2015,ZIP Code Area,Pleasanton,NA,TX,78064,78064
78065,2015,ZIP Code Area,Poteet,NA,TX,78065,78065
78066,2015,ZIP Code Area,Rio Medina,NA,TX,78066,78066
78067,2015,ZIP Code Area,San Ygnacio,NA,TX,78067,78067
78069,2015,ZIP Code Area,Somerset,NA,TX,78069,78069
78070,2015,ZIP Code Area,Spring Branch,NA,TX,78070,78070
78071,2015,ZIP Code Area,Three Rivers,NA,TX,78071,78071
78072,2015,ZIP Code Area,Tilden,NA,TX,78072,78072
78073,2015,ZIP Code Area,Von Ormy,NA,TX,78073,78073
78074,2015,Post Office or large volume customer,Waring,NA,TX,78013,78013
78075,2015,ZIP Code Area,Whitsett,NA,TX,78075,78075
78076,2015,ZIP Code Area,Zapata,NA,TX,78076,78076
78101,2015,ZIP Code Area,Adkins,NA,TX,78101,78101
78102,2015,ZIP Code Area,Beeville,NA,TX,78102,78102
78104,2015,Post Office or large volume customer,Beeville,NA,TX,78102,78104
78107,2015,Post Office or large volume customer,Berclair,NA,TX,77963,78107
78108,2015,ZIP Code Area,Cibolo,NA,TX,78108,78108
78109,2015,ZIP Code Area,Converse,NA,TX,78109,78109
78111,2015,ZIP Code Area,Ecleto,NA,TX,78111,78118
78112,2015,ZIP Code Area,Elmendorf,NA,TX,78112,78112
78113,2015,ZIP Code Area,Falls City,NA,TX,78113,78113
78114,2015,ZIP Code Area,Floresville,NA,TX,78114,78114
78115,2015,Post Office or large volume customer,Geronimo,NA,TX,78155,78155
78116,2015,ZIP Code Area,Gillett,NA,TX,78116,78116
78117,2015,ZIP Code Area,Hobson,NA,TX,78117,78117
78118,2015,ZIP Code Area,Karnes City,NA,TX,78118,78118
78119,2015,ZIP Code Area,Kenedy,NA,TX,78119,78119
78121,2015,ZIP Code Area,La Vernia,NA,TX,78121,78121
78122,2015,ZIP Code Area,Leesville,NA,TX,78122,78122
78123,2015,ZIP Code Area,Mc Queeney,NA,TX,78123,78123
78124,2015,ZIP Code Area,Marion,NA,TX,78124,78124
78125,2015,Post Office or large volume customer,Mineral,NA,TX,78102,78125
78130,2015,ZIP Code Area,New Braunfels,NA,TX,78130,78130
78131,2015,Post Office or large volume customer,New Braunfels,NA,TX,78130,78130
78132,2015,ZIP Code Area,New Braunfels,NA,TX,78132,78132
78133,2015,ZIP Code Area,Canyon Lake,NA,TX,78133,78133
78135,2015,Post Office or large volume customer,New Braunfels,NA,TX,78130,78130
78140,2015,ZIP Code Area,Nixon,NA,TX,78140,78140
78141,2015,ZIP Code Area,Nordheim,NA,TX,78141,78141
78142,2015,Post Office or large volume customer,Normanna,NA,TX,78102,78142
78143,2015,Post Office or large volume customer,Pandora,NA,TX,78160,78143
78144,2015,Post Office or large volume customer,Panna Maria,NA,TX,78116,78144
78145,2015,Post Office or large volume customer,Pawnee,NA,TX,78102,78145
78146,2015,Post Office or large volume customer,Pettus,NA,TX,78102,78146
78147,2015,ZIP Code Area,Poth,NA,TX,78147,78147
78148,2015,ZIP Code Area,Universal City,NA,TX,78148,78148
78150,2015,ZIP Code Area,Jbsa Randolph,NA,TX,78150,78150
78151,2015,ZIP Code Area,Runge,NA,TX,78151,78151
78152,2015,ZIP Code Area,Saint Hedwig,NA,TX,78152,78152
78154,2015,ZIP Code Area,Schertz,NA,TX,78154,78154
78155,2015,ZIP Code Area,Seguin,NA,TX,78155,78155
78156,2015,Post Office or large volume customer,Seguin,NA,TX,78155,78155
78159,2015,ZIP Code Area,Smiley,NA,TX,78159,78159
78160,2015,ZIP Code Area,Stockdale,NA,TX,78160,78160
78161,2015,ZIP Code Area,Sutherland Springs,NA,TX,78161,78161
78162,2015,Post Office or large volume customer,Tuleta,NA,TX,78102,78162
78163,2015,ZIP Code Area,Bulverde,NA,TX,78163,78163
78164,2015,ZIP Code Area,Yorktown,NA,TX,78164,78164
78201,2015,ZIP Code Area,San Antonio,NA,TX,78201,78201
78202,2015,ZIP Code Area,San Antonio,NA,TX,78202,78202
78203,2015,ZIP Code Area,San Antonio,NA,TX,78203,78203
78204,2015,ZIP Code Area,San Antonio,NA,TX,78204,78204
78205,2015,ZIP Code Area,San Antonio,NA,TX,78205,78205
78206,2015,Post Office or large volume customer,San Antonio,NA,TX,78205,78205
78207,2015,ZIP Code Area,San Antonio,NA,TX,78207,78207
78208,2015,ZIP Code Area,San Antonio,NA,TX,78208,78208
78209,2015,ZIP Code Area,San Antonio,NA,TX,78209,78209
78210,2015,ZIP Code Area,San Antonio,NA,TX,78210,78210
78211,2015,ZIP Code Area,San Antonio,NA,TX,78211,78211
78212,2015,ZIP Code Area,San Antonio,NA,TX,78212,78212
78213,2015,ZIP Code Area,San Antonio,NA,TX,78213,78213
78214,2015,ZIP Code Area,San Antonio,NA,TX,78214,78214
78215,2015,ZIP Code Area,San Antonio,NA,TX,78215,78215
78216,2015,ZIP Code Area,San Antonio,NA,TX,78216,78216
78217,2015,ZIP Code Area,San Antonio,NA,TX,78217,78217
78218,2015,ZIP Code Area,San Antonio,NA,TX,78218,78218
78219,2015,ZIP Code Area,San Antonio,NA,TX,78219,78219
78220,2015,ZIP Code Area,San Antonio,NA,TX,78220,78220
78221,2015,ZIP Code Area,San Antonio,NA,TX,78221,78221
78222,2015,ZIP Code Area,San Antonio,NA,TX,78222,78222
78223,2015,ZIP Code Area,San Antonio,NA,TX,78223,78223
78224,2015,ZIP Code Area,San Antonio,NA,TX,78224,78224
78225,2015,ZIP Code Area,San Antonio,NA,TX,78225,78225
78226,2015,ZIP Code Area,San Antonio,NA,TX,78226,78226
78227,2015,ZIP Code Area,San Antonio,NA,TX,78227,78227
78228,2015,ZIP Code Area,San Antonio,NA,TX,78228,78228
78229,2015,ZIP Code Area,San Antonio,NA,TX,78229,78229
78230,2015,ZIP Code Area,San Antonio,NA,TX,78230,78230
78231,2015,ZIP Code Area,San Antonio,NA,TX,78231,78231
78232,2015,ZIP Code Area,San Antonio,NA,TX,78232,78232
78233,2015,ZIP Code Area,San Antonio,NA,TX,78233,78233
78234,2015,ZIP Code Area,Jbsa Ft Sam Houston,NA,TX,78234,78234
78235,2015,ZIP Code Area,San Antonio,NA,TX,78235,78235
78236,2015,ZIP Code Area,Jbsa Lackland,NA,TX,78236,78236
78237,2015,ZIP Code Area,San Antonio,NA,TX,78237,78237
78238,2015,ZIP Code Area,San Antonio,NA,TX,78238,78238
78239,2015,ZIP Code Area,San Antonio,NA,TX,78239,78239
78240,2015,ZIP Code Area,San Antonio,NA,TX,78240,78240
78241,2015,Post Office or large volume customer,San Antonio,NA,TX,78227,78227
78242,2015,ZIP Code Area,San Antonio,NA,TX,78242,78242
78243,2015,Post Office or large volume customer,San Antonio,NA,TX,78236,78243
78244,2015,ZIP Code Area,San Antonio,NA,TX,78244,78244
78245,2015,ZIP Code Area,San Antonio,NA,TX,78245,78245
78246,2015,Post Office or large volume customer,San Antonio,NA,TX,78216,78216
78247,2015,ZIP Code Area,San Antonio,NA,TX,78247,78247
78248,2015,ZIP Code Area,San Antonio,NA,TX,78248,78248
78249,2015,ZIP Code Area,San Antonio,NA,TX,78249,78249
78250,2015,ZIP Code Area,San Antonio,NA,TX,78250,78250
78251,2015,ZIP Code Area,San Antonio,NA,TX,78251,78251
78252,2015,ZIP Code Area,San Antonio,NA,TX,78252,78252
78253,2015,ZIP Code Area,San Antonio,NA,TX,78253,78253
78254,2015,ZIP Code Area,San Antonio,NA,TX,78254,78254
78255,2015,ZIP Code Area,San Antonio,NA,TX,78255,78255
78256,2015,ZIP Code Area,San Antonio,NA,TX,78256,78256
78257,2015,ZIP Code Area,San Antonio,NA,TX,78257,78257
78258,2015,ZIP Code Area,San Antonio,NA,TX,78258,78258
78259,2015,ZIP Code Area,San Antonio,NA,TX,78259,78259
78260,2015,ZIP Code Area,San Antonio,NA,TX,78260,78260
78261,2015,ZIP Code Area,San Antonio,NA,TX,78261,78261
78263,2015,ZIP Code Area,San Antonio,NA,TX,78263,78263
78264,2015,ZIP Code Area,San Antonio,NA,TX,78264,78264
78265,2015,Post Office or large volume customer,San Antonio,NA,TX,78217,78217
78266,2015,ZIP Code Area,San Antonio,NA,TX,78266,78266
78268,2015,Post Office or large volume customer,San Antonio,NA,TX,78238,78238
78269,2015,Post Office or large volume customer,San Antonio,NA,TX,78249,78249
78270,2015,Post Office or large volume customer,San Antonio,NA,TX,78232,78232
78278,2015,Post Office or large volume customer,San Antonio,NA,TX,78230,78230
78279,2015,Post Office or large volume customer,San Antonio,NA,TX,78216,78216
78280,2015,Post Office or large volume customer,San Antonio,NA,TX,78233,78233
78283,2015,Post Office or large volume customer,San Antonio,NA,TX,78204,78204
78284,2015,Post Office or large volume customer,San Antonio,NA,TX,78217,78217
78285,2015,Post Office or large volume customer,San Antonio,NA,TX,78217,78217
78288,2015,Post Office or large volume customer,San Antonio,NA,TX,78230,78230
78289,2015,Post Office or large volume customer,San Antonio,NA,TX,78233,78233
78291,2015,Post Office or large volume customer,San Antonio,NA,TX,78205,78205
78292,2015,Post Office or large volume customer,San Antonio,NA,TX,78205,78205
78293,2015,Post Office or large volume customer,San Antonio,NA,TX,78205,78205
78294,2015,Post Office or large volume customer,San Antonio,NA,TX,78205,78205
78295,2015,Post Office or large volume customer,San Antonio,NA,TX,78205,78205
78296,2015,Post Office or large volume customer,San Antonio,NA,TX,78205,78205
78297,2015,Post Office or large volume customer,San Antonio,NA,TX,78205,78205
78298,2015,Post Office or large volume customer,San Antonio,NA,TX,78205,78205
78299,2015,Post Office or large volume customer,San Antonio,NA,TX,78205,78205
78330,2015,Post Office or large volume customer,Agua Dulce,NA,TX,78380,78330
78332,2015,ZIP Code Area,Alice,NA,TX,78332,78332
78333,2015,Post Office or large volume customer,Alice,NA,TX,78332,78332
78335,2015,Post Office or large volume customer,Aransas Pass,NA,TX,78336,78335
78336,2015,ZIP Code Area,Aransas Pass,NA,TX,78336,78336
78338,2015,ZIP Code Area,Armstrong,NA,TX,78338,78338
78339,2015,Post Office or large volume customer,Banquete,NA,TX,78380,78339
78340,2015,ZIP Code Area,Bayside,NA,TX,78340,78340
78341,2015,Post Office or large volume customer,Benavides,NA,TX,78349,78341
78342,2015,Post Office or large volume customer,Ben Bolt,NA,TX,78332,78342
78343,2015,ZIP Code Area,Bishop,NA,TX,78343,78343
78344,2015,ZIP Code Area,Bruni,NA,TX,78344,78344
78347,2015,Post Office or large volume customer,Chapman Ranch,NA,TX,78415,78415
78349,2015,ZIP Code Area,Concepcion,NA,TX,78349,78349
78350,2015,Post Office or large volume customer,Dinero,NA,TX,78022,78022
78351,2015,Post Office or large volume customer,Driscoll,NA,TX,78380,78351
78352,2015,Post Office or large volume customer,Edroy,NA,TX,78368,78352
78353,2015,ZIP Code Area,Encino,NA,TX,78353,78353
78355,2015,ZIP Code Area,Falfurrias,NA,TX,78355,78355
78357,2015,ZIP Code Area,Freer,NA,TX,78357,78357
78358,2015,Post Office or large volume customer,Fulton,NA,TX,78382,78358
78359,2015,Post Office or large volume customer,Gregory,NA,TX,78374,78359
78360,2015,ZIP Code Area,Guerra,NA,TX,78360,78361
78361,2015,ZIP Code Area,Hebbronville,NA,TX,78361,78361
78362,2015,ZIP Code Area,Ingleside,NA,TX,78362,78362
78363,2015,ZIP Code Area,Kingsville,NA,TX,78363,78363
78364,2015,Post Office or large volume customer,Kingsville,NA,TX,78363,78363
78368,2015,ZIP Code Area,Mathis,NA,TX,78368,78368
78369,2015,ZIP Code Area,Mirando City,NA,TX,78369,78369
78370,2015,ZIP Code Area,Odem,NA,TX,78370,78370
78371,2015,Post Office or large volume customer,Oilton,NA,TX,78369,78371
78372,2015,ZIP Code Area,Orange Grove,NA,TX,78372,78372
78373,2015,ZIP Code Area,Port Aransas,NA,TX,78373,78373
78374,2015,ZIP Code Area,Portland,NA,TX,78374,78374
78375,2015,ZIP Code Area,Premont,NA,TX,78375,78375
78376,2015,ZIP Code Area,Realitos,NA,TX,78376,78376
